index,modelId,layer,description,explanationModelName,typeName,bio_related
728,gemma-2-9b,1-gemmascope-res-16k,"terms related to ""scope""",,oai_token-act-pair,
729,gemma-2-9b,1-gemmascope-res-16k,references to champions and money,,oai_token-act-pair,
730,gemma-2-9b,1-gemmascope-res-16k,"specific terms and phrases related to processes, events, and insights in various contexts",,oai_token-act-pair,
731,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""disappear"" and its variations, as well as expressions related to forgetting or being forgotten",,oai_token-act-pair,
732,gemma-2-9b,1-gemmascope-res-16k, special characters and symbols used in programming or syntactical structures,,oai_token-act-pair,
733,gemma-2-9b,1-gemmascope-res-16k, numerical codes or references related to data structures or programming contexts,,oai_token-act-pair,
734,gemma-2-9b,1-gemmascope-res-16k, references to islands and related geographical features,,oai_token-act-pair,
735,gemma-2-9b,1-gemmascope-res-16k,terms related to avoidance,,oai_token-act-pair,
736,gemma-2-9b,1-gemmascope-res-16k,terms related to weakness or low strength,,oai_token-act-pair,
737,gemma-2-9b,1-gemmascope-res-16k,expressions related to enjoyment and leisure activities,,oai_token-act-pair,
738,gemma-2-9b,1-gemmascope-res-16k,terms related to tobacco and smoking,,oai_token-act-pair,
739,gemma-2-9b,1-gemmascope-res-16k," the word ""Under"" and its variations in different contexts",,oai_token-act-pair,
740,gemma-2-9b,1-gemmascope-res-16k,references to links and educational institutions,,oai_token-act-pair,
741,gemma-2-9b,1-gemmascope-res-16k, technical terms and components related to programming or software development,,oai_token-act-pair,
742,gemma-2-9b,1-gemmascope-res-16k,"references to a specific character or entity, particularly those associated with racks and related actions",,oai_token-act-pair,
743,gemma-2-9b,1-gemmascope-res-16k, elements of a courtroom dialogue or legal discussion,,oai_token-act-pair,
744,gemma-2-9b,1-gemmascope-res-16k, references to programming constructs related to pools in a coding context,,oai_token-act-pair,
745,gemma-2-9b,1-gemmascope-res-16k,terms related to cancer invasion and cell movement,,oai_token-act-pair,
746,gemma-2-9b,1-gemmascope-res-16k, words related to various types of biological or chemical agents,,oai_token-act-pair,
747,gemma-2-9b,1-gemmascope-res-16k,references to Christianity and Christian concepts,,oai_token-act-pair,
748,gemma-2-9b,1-gemmascope-res-16k, references to file system operations and components,,oai_token-act-pair,
749,gemma-2-9b,1-gemmascope-res-16k,phrases indicating intent or direction,,oai_token-act-pair,
750,gemma-2-9b,1-gemmascope-res-16k, references to different viewpoints or perspectives,,oai_token-act-pair,
751,gemma-2-9b,1-gemmascope-res-16k,references to downtown areas in a city context,,oai_token-act-pair,
752,gemma-2-9b,1-gemmascope-res-16k,references to spiritual or religious authority and practices,,oai_token-act-pair,
753,gemma-2-9b,1-gemmascope-res-16k, occurrences of a specific numeric format,,oai_token-act-pair,
754,gemma-2-9b,1-gemmascope-res-16k, proper nouns and names related to politics and individuals involved in governance,,oai_token-act-pair,
755,gemma-2-9b,1-gemmascope-res-16k, references to teams and teamwork,,oai_token-act-pair,
756,gemma-2-9b,1-gemmascope-res-16k,terms associated with measurement and characteristics of tail events in particle detection,,oai_token-act-pair,
757,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""treat"" in various contexts",,oai_token-act-pair,
758,gemma-2-9b,1-gemmascope-res-16k,references to technical jargon or methodologies related to analysis and rankings,,oai_token-act-pair,
759,gemma-2-9b,1-gemmascope-res-16k,terms related to system functions and measurements,,oai_token-act-pair,
760,gemma-2-9b,1-gemmascope-res-16k,references to email addresses and the concept of learning,,oai_token-act-pair,
761,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""instead.""",,oai_token-act-pair,
762,gemma-2-9b,1-gemmascope-res-16k,references to the concept of identity,,oai_token-act-pair,
763,gemma-2-9b,1-gemmascope-res-16k,words related to disasters and emergencies,,oai_token-act-pair,
764,gemma-2-9b,1-gemmascope-res-16k,references to court verdicts and judgments in favor of a party,,oai_token-act-pair,
765,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""split"" and its variations in various contexts",,oai_token-act-pair,
766,gemma-2-9b,1-gemmascope-res-16k,concepts related to gravity,,oai_token-act-pair,
767,gemma-2-9b,1-gemmascope-res-16k,references to plugs and plugging,,oai_token-act-pair,
768,gemma-2-9b,1-gemmascope-res-16k," occurrences and variations of the word ""whatever.""",,oai_token-act-pair,
769,gemma-2-9b,1-gemmascope-res-16k, references to fields in a structured data context,,oai_token-act-pair,
770,gemma-2-9b,1-gemmascope-res-16k,references to magazines,,oai_token-act-pair,
771,gemma-2-9b,1-gemmascope-res-16k,references to personal pronouns and possessive adjectives,,oai_token-act-pair,
772,gemma-2-9b,1-gemmascope-res-16k,references to mud or related terms,,oai_token-act-pair,
773,gemma-2-9b,1-gemmascope-res-16k,HTML tags and formatting elements within text,,oai_token-act-pair,
774,gemma-2-9b,1-gemmascope-res-16k,terms related to poisons and compactness in products or materials,,oai_token-act-pair,
775,gemma-2-9b,1-gemmascope-res-16k,terms indicating minor adjustments or differences,,oai_token-act-pair,
776,gemma-2-9b,1-gemmascope-res-16k, references to programming terms and concepts related to data types,,oai_token-act-pair,
777,gemma-2-9b,1-gemmascope-res-16k, nouns that indicate locations or markers,,oai_token-act-pair,
778,gemma-2-9b,1-gemmascope-res-16k,"references to ""bubbles"" in various contexts, particularly economic or chemical",,oai_token-act-pair,
779,gemma-2-9b,1-gemmascope-res-16k,"references to the name ""David.""",,oai_token-act-pair,
780,gemma-2-9b,1-gemmascope-res-16k,references to extreme conditions or scenarios,,oai_token-act-pair,
781,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""concert""",,oai_token-act-pair,
782,gemma-2-9b,1-gemmascope-res-16k, references to cheese and tabular data structures,,oai_token-act-pair,
783,gemma-2-9b,1-gemmascope-res-16k,references to domains and their properties in the context of networking or web services,,oai_token-act-pair,
784,gemma-2-9b,1-gemmascope-res-16k, numerical data formatted as sequences,,oai_token-act-pair,
785,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""in"" within code and text",,oai_token-act-pair,
786,gemma-2-9b,1-gemmascope-res-16k,terms related to invasion and its impact in various contexts,,oai_token-act-pair,
787,gemma-2-9b,1-gemmascope-res-16k,"terms related to sheep in various contexts, including discussions of their health and breeding issues",,oai_token-act-pair,
788,gemma-2-9b,1-gemmascope-res-16k, words and phrases related to promotion and marketing,,oai_token-act-pair,
789,gemma-2-9b,1-gemmascope-res-16k,references to individuals and citations in academic or formal contexts,,oai_token-act-pair,
790,gemma-2-9b,1-gemmascope-res-16k,"the concept of a ""buyer"" and references to a ""simulation""",,oai_token-act-pair,
791,gemma-2-9b,1-gemmascope-res-16k, references to different types of cables and electrical components,,oai_token-act-pair,
792,gemma-2-9b,1-gemmascope-res-16k, discussions or mentions of exploration and its various contexts,,oai_token-act-pair,
793,gemma-2-9b,1-gemmascope-res-16k,references to electronic devices,,oai_token-act-pair,
794,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""bottom.""",,oai_token-act-pair,
795,gemma-2-9b,1-gemmascope-res-16k,references to the mathematical constant pi and related terms,,oai_token-act-pair,
796,gemma-2-9b,1-gemmascope-res-16k,references to heading somewhere and making calls related to arranging bail,,oai_token-act-pair,
797,gemma-2-9b,1-gemmascope-res-16k,references to faith in religious contexts,,oai_token-act-pair,
798,gemma-2-9b,1-gemmascope-res-16k,references to academic faculty and discussions surrounding war-related themes,,oai_token-act-pair,
799,gemma-2-9b,1-gemmascope-res-16k,words related to loss or being lost,,oai_token-act-pair,
800,gemma-2-9b,1-gemmascope-res-16k,specific noun forms related to quantity or measurement,,oai_token-act-pair,
801,gemma-2-9b,1-gemmascope-res-16k," references to ""modules"" and their types in a programming context",,oai_token-act-pair,
802,gemma-2-9b,1-gemmascope-res-16k,"references to large quantities or significant scales, particularly in a statistical or observational context",,oai_token-act-pair,
803,gemma-2-9b,1-gemmascope-res-16k, references to gas and related energy contexts,,oai_token-act-pair,
804,gemma-2-9b,1-gemmascope-res-16k, math-related functions and operations,,oai_token-act-pair,
805,gemma-2-9b,1-gemmascope-res-16k,terms related to competition or winning,,oai_token-act-pair,
806,gemma-2-9b,1-gemmascope-res-16k,"references to individuals in positions of authority or leadership, particularly those with the title ""Chief.""",,oai_token-act-pair,
807,gemma-2-9b,1-gemmascope-res-16k,references to jury processes and discussions in legal contexts,,oai_token-act-pair,
808,gemma-2-9b,1-gemmascope-res-16k,terms related to overflowing or abundance,,oai_token-act-pair,
809,gemma-2-9b,1-gemmascope-res-16k, references to flags and buffers in code and related discussions,,oai_token-act-pair,
810,gemma-2-9b,1-gemmascope-res-16k,"instances of the verb ""tell"" and its derivatives, indicating a focus on communication and narration",,oai_token-act-pair,
811,gemma-2-9b,1-gemmascope-res-16k,modal verbs indicating possibility or capability,,oai_token-act-pair,
812,gemma-2-9b,1-gemmascope-res-16k,"code structure and keywords specific to programming languages, particularly related to variables, expressions, and method definitions",,oai_token-act-pair,
813,gemma-2-9b,1-gemmascope-res-16k,references to lids or sealing mechanisms in various contexts,,oai_token-act-pair,
814,gemma-2-9b,1-gemmascope-res-16k,terms indicating the lowest values or minimums in various contexts,,oai_token-act-pair,
815,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""Wy"" and variations of its spelling",,oai_token-act-pair,
816,gemma-2-9b,1-gemmascope-res-16k, negations in statements,,oai_token-act-pair,
817,gemma-2-9b,1-gemmascope-res-16k,references to cycles,,oai_token-act-pair,
818,gemma-2-9b,1-gemmascope-res-16k, references to specific days of the week,,oai_token-act-pair,
819,gemma-2-9b,1-gemmascope-res-16k,terms related to absorption,,oai_token-act-pair,
820,gemma-2-9b,1-gemmascope-res-16k,references and citations within the text,,oai_token-act-pair,
821,gemma-2-9b,1-gemmascope-res-16k,references to various types of goods and their transactions,,oai_token-act-pair,
822,gemma-2-9b,1-gemmascope-res-16k,terms relating to the termination of employment or legal rights,,oai_token-act-pair,
823,gemma-2-9b,1-gemmascope-res-16k,terms related to federal entities and regulations,,oai_token-act-pair,
824,gemma-2-9b,1-gemmascope-res-16k,expressions of strong agreement or emphasis,,oai_token-act-pair,
825,gemma-2-9b,1-gemmascope-res-16k, abbreviations and acronyms related to scientific and technical terms,,oai_token-act-pair,
826,gemma-2-9b,1-gemmascope-res-16k,references to gaps or disparities in various contexts,,oai_token-act-pair,
827,gemma-2-9b,1-gemmascope-res-16k,terms related to cellular responses and molecular interactions in biological contexts,,oai_token-act-pair,
828,gemma-2-9b,1-gemmascope-res-16k,terms related to response and feedback,,oai_token-act-pair,
829,gemma-2-9b,1-gemmascope-res-16k,terms related to profit and delegation,,oai_token-act-pair,
830,gemma-2-9b,1-gemmascope-res-16k,"specific symbols and characters, likely related to mathematical notation or programming syntax",,oai_token-act-pair,
831,gemma-2-9b,1-gemmascope-res-16k, mentions of lectures and discussions on sensitive or controversial history,,oai_token-act-pair,
832,gemma-2-9b,1-gemmascope-res-16k, expressions of attitudes in various contexts,,oai_token-act-pair,
833,gemma-2-9b,1-gemmascope-res-16k, CSS styling properties and values,,oai_token-act-pair,
834,gemma-2-9b,1-gemmascope-res-16k, references to formal processes or formalities in various contexts,,oai_token-act-pair,
835,gemma-2-9b,1-gemmascope-res-16k,commands related to directory navigation and data organization,,oai_token-act-pair,
836,gemma-2-9b,1-gemmascope-res-16k,references to revisions or versioning in documents,,oai_token-act-pair,
837,gemma-2-9b,1-gemmascope-res-16k,references to India and related contexts in the text,,oai_token-act-pair,
838,gemma-2-9b,1-gemmascope-res-16k," occurrences of the keyword ""entry"" and references to conservative values or positions",,oai_token-act-pair,
839,gemma-2-9b,1-gemmascope-res-16k, references to illustrations and visual representations,,oai_token-act-pair,
840,gemma-2-9b,1-gemmascope-res-16k," variations of the word ""vein"" and related terms",,oai_token-act-pair,
841,gemma-2-9b,1-gemmascope-res-16k,terms related to trees and their mathematical representations in circuits,,oai_token-act-pair,
842,gemma-2-9b,1-gemmascope-res-16k,"words related to ""ments,"" particularly those indicating processes or conditions",,oai_token-act-pair,
843,gemma-2-9b,1-gemmascope-res-16k, code-related terms and operations associated with file handling and data processing,,oai_token-act-pair,
844,gemma-2-9b,1-gemmascope-res-16k,phrases related to stability or equilibrium,,oai_token-act-pair,
845,gemma-2-9b,1-gemmascope-res-16k,"references to ""cent"" in various contexts, particularly regarding education and scientific terms",,oai_token-act-pair,
846,gemma-2-9b,1-gemmascope-res-16k, ellipses or incomplete thoughts,,oai_token-act-pair,
847,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""switch"" in various contexts",,oai_token-act-pair,
848,gemma-2-9b,1-gemmascope-res-16k,terms related to digital advertising and its various aspects,,oai_token-act-pair,
